unit,s_adj,nace_r2,na_item,geo,time,values
NA,NA,NA,EmiCO2Combustion,AT,2010-07-01,17998.164077238005
NA,NA,NA,EmiCO2Combustion,AT,2010-10-01,26931.523236959925
NA,NA,NA,EmiCO2Combustion,AT,2011-01-01,28397.73821161806
NA,NA,NA,EmiCO2Combustion,AT,2011-04-01,20106.24507928759
NA,NA,NA,EmiCO2Combustion,AT,2011-07-01,17209.85295740959
NA,NA,NA,EmiCO2Combustion,AT,2011-10-01,25591.249417220817
NA,NA,NA,EmiCO2Combustion,AT,2012-01-01,27498.67512379707
NA,NA,NA,EmiCO2Combustion,AT,2012-04-01,19171.19784664709
NA,NA,NA,EmiCO2Combustion,AT,2012-07-01,16880.620988035756
NA,NA,NA,EmiCO2Combustion,AT,2012-10-01,25664.86873139199
NA,NA,NA,EmiCO2Combustion,AT,2013-01-01,28287.324198410635
NA,NA,NA,EmiCO2Combustion,AT,2013-04-01,19660.410090418667
NA,NA,NA,EmiCO2Combustion,AT,2013-07-01,17189.200735430968
NA,NA,NA,EmiCO2Combustion,AT,2013-10-01,24950.06152970338
NA,NA,NA,EmiCO2Combustion,AT,2014-01-01,25094.361243643278
NA,NA,NA,EmiCO2Combustion,AT,2014-04-01,19144.71157855556
NA,NA,NA,EmiCO2Combustion,AT,2014-07-01,16933.61140391514
NA,NA,NA,EmiCO2Combustion,AT,2014-10-01,24257.888363814236
NA,NA,NA,EmiCO2Combustion,AT,2015-01-01,26312.607842104233
NA,NA,NA,EmiCO2Combustion,AT,2015-04-01,18887.886612933737
NA,NA,NA,EmiCO2Combustion,AT,2015-07-01,17006.763172612365
NA,NA,NA,EmiCO2Combustion,AT,2015-10-01,24820.609159485713
NA,NA,NA,EmiCO2Combustion,AT,2016-01-01,26069.093969772905
NA,NA,NA,EmiCO2Combustion,AT,2016-04-01,19248.600020110236
NA,NA,NA,EmiCO2Combustion,AT,2016-07-01,16508.348359709027
NA,NA,NA,EmiCO2Combustion,AT,2016-10-01,26226.625661188664
NA,NA,NA,EmiCO2Combustion,AT,2017-01-01,26959.436561387323
NA,NA,NA,EmiCO2Combustion,AT,2017-04-01,20194.32699327079
NA,NA,NA,EmiCO2Combustion,AT,2017-07-01,18166.35413022491
NA,NA,NA,EmiCO2Combustion,AT,2017-10-01,25107.571624736185
NA,NA,NA,EmiCO2Combustion,AT,2018-01-01,26650.742834674882
NA,NA,NA,EmiCO2Combustion,AT,2018-04-01,18649.093548094443
NA,NA,NA,EmiCO2Combustion,AT,2018-07-01,16812.18427507161
NA,NA,NA,EmiCO2Combustion,AT,2018-10-01,24278.36530603704
NA,NA,NA,EmiCO2Combustion,AT,2019-01-01,27115.453243949665
NA,NA,NA,EmiCO2Combustion,AT,2019-04-01,19020.873718175164
NA,NA,NA,EmiCO2Combustion,AT,2019-07-01,17274.614851213668
NA,NA,NA,EmiCO2Combustion,AT,2019-10-01,24549.86460503724
NA,NA,NA,EmiCO2Combustion,AT,2020-01-01,24092.53061585289
NA,NA,NA,EmiCO2Combustion,AT,2020-04-01,17676.077871540583
NA,NA,NA,EmiCO2Combustion,AT,2020-07-01,15971.360697561242
NA,NA,NA,EmiCO2Combustion,AT,2020-10-01,22167.221152267306
NA,NA,NA,EmiCO2Combustion,AT,2021-01-01,25492.321935140622
NA,NA,NA,EmiCO2Combustion,AT,2021-04-01,17835.289629501433
NA,NA,NA,EmiCO2Combustion,AT,2021-07-01,16146.789344276965
NA,NA,NA,EmiCO2Combustion,AT,2021-10-01,22978.274815365097
