,"European Union Emissions Trading System",,,,," "
Date,"Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market","Secondary Market"," "
2015-04-13,1,1.07793,EUR,6.82,6.8," "
2015-04-14,1,1.07793,EUR,6.77,6.8," "
2015-04-15,1,1.07793,EUR,,6.86," "
2015-04-16,1,1.07793,EUR,6.82,6.89," "
2015-04-17,1,1.07793,EUR,6.83,6.82," "
2015-04-20,1,1.07793,EUR,6.88,7.12," "
2015-04-21,1,1.07793,EUR,7.07,7.08," "
2015-04-22,1,1.07793,EUR,6.75,7.1," "
2015-04-23,1,1.07793,EUR,7.06,7.26," "
2015-04-24,1,1.07793,EUR,7.27,7.28," "
2015-04-27,1,1.07793,EUR,7.33,7.18," "
2015-04-28,1,1.07793,EUR,7.16,7.35," "
2015-04-29,1,1.07793,EUR,,7.47," "
2015-04-30,1,1.07793,EUR,7.52,7.39," "
2015-05-04,1,1.114955,EUR,,7.61," "
2015-05-05,1,1.114955,EUR,7.5,7.57," "
2015-05-06,1,1.114955,EUR,7.25,7.54," "
2015-05-07,1,1.114955,EUR,7.5,7.43," "
2015-05-08,1,1.114955,EUR,7.43,7.54," "
2015-05-11,1,1.114955,EUR,7.5,7.62," "
2015-05-12,1,1.114955,EUR,7.62,7.63," "
2015-05-13,1,1.114955,EUR,,7.61," "
2015-05-14,1,1.114955,EUR,,7.56," "
2015-05-15,1,1.114955,EUR,7.48,7.58," "
2015-05-18,1,1.114955,EUR,7.54,7.6," "
2015-05-19,1,1.114955,EUR,7.51,7.39," "
2015-05-20,1,1.114955,EUR,7.38,7.35," "
2015-05-21,1,1.114955,EUR,7.3,7.31," "
2015-05-22,1,1.114955,EUR,7.25,7.28," "
2015-05-26,1,1.114955,EUR,7.28,7.23," "
2015-05-27,1,1.114955,EUR,,7.18," "
2015-05-28,1,1.114955,EUR,7.2,7.19," "
2015-05-29,1,1.114955,EUR,7.22,7.31," "
2015-06-01,1,1.121322727,EUR,7.23,7.24," "
2015-06-02,1,1.121322727,EUR,7.26,7.44," "
2015-06-03,1,1.121322727,EUR,,7.49," "
2015-06-04,1,1.121322727,EUR,,7.4," "
2015-06-05,1,1.121322727,EUR,7.4,7.41," "
2015-06-08,1,1.121322727,EUR,7.38,7.46," "
2015-06-09,1,1.121322727,EUR,7.48,7.57," "
2015-06-10,1,1.121322727,EUR,,7.58," "
2015-06-11,1,1.121322727,EUR,7.58,7.52," "
2015-06-12,1,1.121322727,EUR,7.52,7.59," "
2015-06-15,1,1.121322727,EUR,7.54,7.53," "
2015-06-16,1,1.121322727,EUR,7.48,7.42," "
2015-06-17,1,1.121322727,EUR,,7.46," "
2015-06-18,1,1.121322727,EUR,7.45,7.45," "
2015-06-19,1,1.121322727,EUR,7.41,7.41," "
2015-06-22,1,1.121322727,EUR,7.43,7.48," "
2015-06-23,1,1.121322727,EUR,7.45,7.49," "
2015-06-24,1,1.121322727,EUR,,7.47," "
2015-06-25,1,1.121322727,EUR,7.52,7.57," "
2015-06-26,1,1.121322727,EUR,7.5,7.52," "
2015-06-29,1,1.121322727,EUR,7.36,7.36," "
2015-06-30,1,1.121322727,EUR,7.36,7.44," "
2015-07-01,1,1.099578261,EUR,7.16,7.47," "
2015-07-02,1,1.099578261,EUR,7.42,7.43," "
2015-07-03,1,1.099578261,EUR,7.42,7.43," "
2015-07-06,1,1.099578261,EUR,7.33,7.36," "
2015-07-07,1,1.099578261,EUR,7.35,7.44," "
2015-07-08,1,1.099578261,EUR,,7.47," "
2015-07-09,1,1.099578261,EUR,7.43,7.45," "
2015-07-10,1,1.099578261,EUR,7.52,7.58," "
2015-07-13,1,1.099578261,EUR,7.64,7.75," "
2015-07-14,1,1.099578261,EUR,7.72,7.7," "
2015-07-15,1,1.099578261,EUR,,7.75," "
2015-07-16,1,1.099578261,EUR,7.69,7.64," "
2015-07-17,1,1.099578261,EUR,7.6,7.7," "
2015-07-20,1,1.099578261,EUR,7.76,7.96," "
2015-07-21,1,1.099578261,EUR,7.92,7.92," "
2015-07-22,1,1.099578261,EUR,,7.93," "
2015-07-23,1,1.099578261,EUR,8.04,8.07," "
2015-07-24,1,1.099578261,EUR,8.01,7.98," "
2015-07-27,1,1.099578261,EUR,7.98,7.99," "
2015-07-28,1,1.099578261,EUR,7.95,7.99," "
2015-07-29,1,1.099578261,EUR,8.03,8.04," "
2015-07-30,1,1.099578261,EUR,8,7.87," "
2015-07-31,1,1.099578261,EUR,7.82,7.87," "
2015-08-03,1,1.113904762,EUR,7.91,7.93," "
2015-08-04,1,1.113904762,EUR,7.94,7.89," "
2015-08-05,1,1.113904762,EUR,,7.81," "
2015-08-06,1,1.113904762,EUR,7.83,7.84," "
2015-08-07,1,1.113904762,EUR,7.79,7.76," "
2015-08-10,1,1.113904762,EUR,7.78,7.89," "
2015-08-11,1,1.113904762,EUR,7.95,8.07," "
2015-08-12,1,1.113904762,EUR,,8.16," "
2015-08-13,1,1.113904762,EUR,8.18,8.17," "
2015-08-14,1,1.113904762,EUR,8.15,8.32," "
2015-08-17,1,1.113904762,EUR,8.26,8.23," "
2015-08-18,1,1.113904762,EUR,8.17,8.24," "
2015-08-19,1,1.113904762,EUR,,8.3," "
2015-08-20,1,1.113904762,EUR,8.31,8.37," "
2015-08-21,1,1.113904762,EUR,8.31,8.19," "
2015-08-24,1,1.113904762,EUR,8.08,8.16," "
2015-08-25,1,1.113904762,EUR,8.22,8.22," "
2015-08-26,1,1.113904762,EUR,,8.09," "
2015-08-27,1,1.113904762,EUR,8.07,8.04," "
2015-08-28,1,1.113904762,EUR,8.04,8.08," "
2015-08-31,1,1.113904762,EUR,,8.04," "
2015-09-01,1,1.122118182,EUR,7.98,7.97," "
2015-09-02,1,1.122118182,EUR,,8.09," "
2015-09-03,1,1.122118182,EUR,8.06,8.16," "
2015-09-04,1,1.122118182,EUR,8.06,8.08," "
2015-09-07,1,1.122118182,EUR,8.02,8.07," "
2015-09-08,1,1.122118182,EUR,8.09,8.22," "
2015-09-09,1,1.122118182,EUR,7.94,8.26," "
2015-09-10,1,1.122118182,EUR,8.25,8.28," "
2015-09-11,1,1.122118182,EUR,8.22,8.22," "
2015-09-14,1,1.122118182,EUR,8.21,8.21," "
2015-09-15,1,1.122118182,EUR,8.17,8.17," "
2015-09-16,1,1.122118182,EUR,,8.22," "
2015-09-17,1,1.122118182,EUR,8.18,8.2," "
2015-09-18,1,1.122118182,EUR,8.16,8.1," "
2015-09-21,1,1.122118182,EUR,8.04,7.98," "
2015-09-22,1,1.122118182,EUR,7.98,8," "
2015-09-23,1,1.122118182,EUR,8.04,8.05," "
2015-09-24,1,1.122118182,EUR,7.99,7.99," "
2015-09-25,1,1.122118182,EUR,7.94,7.98," "
2015-09-28,1,1.122118182,EUR,7.92,7.89," "
2015-09-29,1,1.122118182,EUR,7.87,7.94," "
2015-09-30,1,1.122118182,EUR,,8.13," "
2015-10-01,1,1.123509091,EUR,8.2,8.14," "
2015-10-02,1,1.123509091,EUR,8.1,8.11," "
2015-10-05,1,1.123509091,EUR,8.16,8.18," "
2015-10-06,1,1.123509091,EUR,8.16,8.19," "
2015-10-07,1,1.123509091,EUR,7.97,8.09," "
2015-10-08,1,1.123509091,EUR,8.11,8.11," "
2015-10-09,1,1.123509091,EUR,8.16,8.32," "
2015-10-12,1,1.123509091,EUR,8.26,8.29," "
2015-10-13,1,1.123509091,EUR,8.3,8.33," "
2015-10-14,1,1.123509091,EUR,,8.42," "
2015-10-15,1,1.123509091,EUR,8.46,8.42," "
2015-10-16,1,1.123509091,EUR,8.37,8.38," "
2015-10-19,1,1.123509091,EUR,8.35,8.34," "
2015-10-20,1,1.123509091,EUR,8.32,8.44," "
2015-10-21,1,1.123509091,EUR,,8.43," "
2015-10-22,1,1.123509091,EUR,8.44,8.47," "
2015-10-23,1,1.123509091,EUR,8.52,8.6," "
2015-10-26,1,1.123509091,EUR,8.55,8.64," "
2015-10-27,1,1.123509091,EUR,8.63,8.59," "
2015-10-28,1,1.123509091,EUR,,8.56," "
2015-10-29,1,1.123509091,EUR,8.59,8.65," "
2015-10-30,1,1.123509091,EUR,8.59,8.64," "
2015-11-02,1,1.0736,EUR,8.54,8.58," "
2015-11-03,1,1.0736,EUR,8.58,8.44," "
2015-11-04,1,1.0736,EUR,8.25,8.38," "
2015-11-05,1,1.0736,EUR,8.4,8.45," "
2015-11-06,1,1.0736,EUR,8.45,8.39," "
2015-11-09,1,1.0736,EUR,8.35,8.32," "
2015-11-10,1,1.0736,EUR,8.28,8.42," "
2015-11-11,1,1.0736,EUR,,8.43," "
2015-11-12,1,1.0736,EUR,8.36,8.36," "
2015-11-13,1,1.0736,EUR,8.34,8.38," "
2015-11-16,1,1.0736,EUR,8.43,8.5," "
2015-11-17,1,1.0736,EUR,8.49,8.58," "
2015-11-18,1,1.0736,EUR,8.51,8.58," "
2015-11-19,1,1.0736,EUR,8.57,8.62," "
2015-11-20,1,1.0736,EUR,8.59,8.51," "
2015-11-23,1,1.0736,EUR,8.46,8.56," "
2015-11-24,1,1.0736,EUR,8.63,8.65," "
2015-11-25,1,1.0736,EUR,,8.62," "
2015-11-26,1,1.0736,EUR,8.61,8.58," "
2015-11-27,1,1.0736,EUR,8.54,8.56," "
2015-11-30,1,1.0736,EUR,8.55,8.58," "
2015-12-01,1,1.087718182,EUR,8.52,8.55," "
2015-12-02,1,1.087718182,EUR,,8.49," "
2015-12-03,1,1.087718182,EUR,8.44,8.58," "
2015-12-04,1,1.087718182,EUR,8.56,8.52," "
2015-12-07,1,1.087718182,EUR,8.42,8.42," "
2015-12-08,1,1.087718182,EUR,8.33,8.42," "
2015-12-09,1,1.087718182,EUR,,8.4," "
2015-12-10,1,1.087718182,EUR,8.32,8.36," "
2015-12-11,1,1.087718182,EUR,7.98,8.07," "
2015-12-14,1,1.087718182,EUR,7.92,8.09," "
2015-12-15,1,1.087718182,EUR,8.05,8.19," "
2015-12-16,1,1.087718182,EUR,,8.12," "
2015-12-17,1,1.087718182,EUR,8.12,8.07," "
2015-12-18,1,1.087718182,EUR,,8.07," "
2015-12-21,1,1.087718182,EUR,,8.18," "
2015-12-22,1,1.087718182,EUR,,8.25," "
2015-12-23,1,1.087718182,EUR,,8.22," "
2015-12-28,1,1.087718182,EUR,,8.32," "
2015-12-29,1,1.087718182,EUR,,8.27," "
2015-12-30,1,1.087718182,EUR,,8.22," "
2016-01-04,1,1.085965,EUR,,8.05," "
2016-01-05,1,1.085965,EUR,,8," "
2016-01-06,1,1.085965,EUR,,7.76," "
2016-01-07,1,1.085965,EUR,,7.53," "
2016-01-08,1,1.085965,EUR,,7.42," "
2016-01-11,1,1.085965,EUR,7.45,7.14," "
2016-01-12,1,1.085965,EUR,7.04,7.1," "
2016-01-13,1,1.085965,EUR,,7.25," "
2016-01-14,1,1.085965,EUR,7.05,7.08," "
2016-01-15,1,1.085965,EUR,6.71,6.68," "
2016-01-18,1,1.085965,EUR,6.52,6.71," "
2016-01-19,1,1.085965,EUR,6.81,6.81," "
2016-01-20,1,1.085965,EUR,6.57,6.31," "
2016-01-21,1,1.085965,EUR,6.04,6.18," "
2016-01-22,1,1.085965,EUR,6.33,6.31," "
2016-01-25,1,1.085965,EUR,5.93,5.88," "
2016-01-26,1,1.085965,EUR,5.8,6.06," "
2016-01-27,1,1.085965,EUR,,5.89," "
2016-01-28,1,1.085965,EUR,6.02,6.05," "
2016-01-29,1,1.085965,EUR,6.06,6.03," "
2016-02-01,1,1.109295238,EUR,5.75,5.68," "
2016-02-02,1,1.109295238,EUR,5.57,5.79," "
2016-02-03,1,1.109295238,EUR,5.7,5.61," "
2016-02-04,1,1.109295238,EUR,5.55,5.6," "
2016-02-05,1,1.109295238,EUR,5.55,5.54," "
2016-02-08,1,1.109295238,EUR,5.25,5.23," "
2016-02-09,1,1.109295238,EUR,5.19,4.94," "
2016-02-10,1,1.109295238,EUR,,4.87," "
2016-02-11,1,1.109295238,EUR,4.65,4.72," "
2016-02-12,1,1.109295238,EUR,4.94,5.05," "
2016-02-15,1,1.109295238,EUR,4.97,4.8," "
2016-02-16,1,1.109295238,EUR,4.78,4.68," "
2016-02-17,1,1.109295238,EUR,4.8,5.08," "
2016-02-18,1,1.109295238,EUR,5.22,5.24," "
2016-02-19,1,1.109295238,EUR,5.26,5.15," "
2016-02-22,1,1.109295238,EUR,5.2,5.39," "
2016-02-23,1,1.109295238,EUR,5.14,4.88," "
2016-02-24,1,1.109295238,EUR,,4.86," "
2016-02-25,1,1.109295238,EUR,4.78,5.05," "
2016-02-26,1,1.109295238,EUR,5.08,4.98," "
2016-02-29,1,1.109295238,EUR,4.85,4.98," "
2016-03-01,1,1.109966667,EUR,4.9,4.97," "
2016-03-02,1,1.109966667,EUR,4.8,4.95," "
2016-03-03,1,1.109966667,EUR,4.88,4.87," "
2016-03-04,1,1.109966667,EUR,4.8,4.9," "
2016-03-07,1,1.109966667,EUR,4.95,5.08," "
2016-03-08,1,1.109966667,EUR,5,5," "
2016-03-09,1,1.109966667,EUR,,5.08," "
2016-03-10,1,1.109966667,EUR,5,4.9," "
2016-03-11,1,1.109966667,EUR,5.01,4.97," "
2016-03-14,1,1.109966667,EUR,4.92,4.87," "
2016-03-15,1,1.109966667,EUR,4.81,4.85," "
2016-03-16,1,1.109966667,EUR,4.94,4.97," "
2016-03-17,1,1.109966667,EUR,4.92,5," "
2016-03-18,1,1.109966667,EUR,4.92,4.94," "
2016-03-21,1,1.109966667,EUR,4.86,4.86," "
2016-03-22,1,1.109966667,EUR,4.8,4.82," "
2016-03-23,1,1.109966667,EUR,,4.8," "
2016-03-24,1,1.109966667,EUR,4.76,4.84," "
2016-03-29,1,1.109966667,EUR,4.75,4.77," "
2016-03-30,1,1.109966667,EUR,4.77,4.95," "
2016-03-31,1,1.109966667,EUR,4.97,5.2," "
2016-04-01,1,1.133919048,EUR,5.18,5.18," "
2016-04-04,1,1.133919048,EUR,5.08,5.3," "
2016-04-05,1,1.133919048,EUR,5.26,5.21," "
2016-04-06,1,1.133919048,EUR,,5.3," "
2016-04-07,1,1.133919048,EUR,5.23,5.26," "
2016-04-08,1,1.133919048,EUR,5.23,5.4," "
2016-04-11,1,1.133919048,EUR,5.42,5.56," "
2016-04-12,1,1.133919048,EUR,5.63,5.57," "
2016-04-13,1,1.133919048,EUR,5.42,5.52," "
2016-04-14,1,1.133919048,EUR,5.47,5.59," "
2016-04-15,1,1.133919048,EUR,5.54,5.48," "
2016-04-18,1,1.133919048,EUR,5.38,5.46," "
2016-04-19,1,1.133919048,EUR,5.47,5.55," "
2016-04-20,1,1.133919048,EUR,,5.53," "
2016-04-21,1,1.133919048,EUR,5.58,5.73," "
2016-04-22,1,1.133919048,EUR,5.74,5.96," "
2016-04-25,1,1.133919048,EUR,5.92,5.9," "
2016-04-26,1,1.133919048,EUR,6.08,6.6," "
2016-04-27,1,1.133919048,EUR,6.94,6.84," "
2016-04-28,1,1.133919048,EUR,6.64,6.33," "
2016-04-29,1,1.133919048,EUR,6.29,6.16," "
2016-05-02,1,1.131109091,EUR,,6.07," "
2016-05-03,1,1.131109091,EUR,5.88,5.96," "
2016-05-04,1,1.131109091,EUR,,6.12," "
2016-05-05,1,1.131109091,EUR,,6.2," "
2016-05-06,1,1.131109091,EUR,6.13,5.85," "
2016-05-09,1,1.131109091,EUR,5.96,5.69," "
2016-05-10,1,1.131109091,EUR,5.65,5.89," "
2016-05-11,1,1.131109091,EUR,5.72,5.99," "
2016-05-12,1,1.131109091,EUR,6.04,5.8," "
2016-05-13,1,1.131109091,EUR,5.75,5.81," "
2016-05-16,1,1.131109091,EUR,,6.07," "
2016-05-17,1,1.131109091,EUR,5.94,6.03," "
2016-05-18,1,1.131109091,EUR,,6.04," "
2016-05-19,1,1.131109091,EUR,5.87,5.97," "
2016-05-20,1,1.131109091,EUR,5.95,5.95," "
2016-05-23,1,1.131109091,EUR,5.85,5.72," "
2016-05-24,1,1.131109091,EUR,5.73,5.78," "
2016-05-25,1,1.131109091,EUR,,5.85," "
2016-05-26,1,1.131109091,EUR,,6.01," "
2016-05-27,1,1.131109091,EUR,5.9,6.03," "
2016-05-30,1,1.131109091,EUR,,6.1," "
2016-05-31,1,1.131109091,EUR,6,6.09," "
2016-06-01,1,1.122890909,EUR,,5.95," "
2016-06-02,1,1.122890909,EUR,5.96,6.01," "
2016-06-03,1,1.122890909,EUR,5.96,5.93," "
2016-06-06,1,1.122890909,EUR,6.05,6.2," "
2016-06-07,1,1.122890909,EUR,6.14,6.11," "
2016-06-08,1,1.122890909,EUR,,6.1," "
2016-06-09,1,1.122890909,EUR,6.05,6.1," "
2016-06-10,1,1.122890909,EUR,5.93,5.94," "
2016-06-13,1,1.122890909,EUR,5.83,5.86," "
2016-06-14,1,1.122890909,EUR,5.78,5.86," "
2016-06-15,1,1.122890909,EUR,,5.9," "
2016-06-16,1,1.122890909,EUR,5.82,5.7," "
2016-06-17,1,1.122890909,EUR,5.68,5.65," "
2016-06-20,1,1.122890909,EUR,5.76,5.85," "
2016-06-21,1,1.122890909,EUR,5.68,5.56," "
2016-06-22,1,1.122890909,EUR,5.55,5.66," "
2016-06-23,1,1.122890909,EUR,5.6,5.64," "
2016-06-24,1,1.122890909,EUR,4.96,4.96," "
2016-06-27,1,1.122890909,EUR,4.86,4.77," "
2016-06-28,1,1.122890909,EUR,4.8,4.69," "
2016-06-29,1,1.122890909,EUR,,4.51," "
2016-06-30,1,1.122890909,EUR,4.47,4.46," "
2016-07-01,1,1.106852381,EUR,4.35,4.6," "
2016-07-04,1,1.106852381,EUR,4.77,4.95," "
2016-07-05,1,1.106852381,EUR,4.86,4.71," "
2016-07-06,1,1.106852381,EUR,4.49,4.57," "
2016-07-07,1,1.106852381,EUR,4.7,4.57," "
2016-07-08,1,1.106852381,EUR,4.45,4.54," "
2016-07-11,1,1.106852381,EUR,4.45,4.42," "
2016-07-12,1,1.106852381,EUR,4.53,4.62," "
2016-07-13,1,1.106852381,EUR,,4.76," "
2016-07-14,1,1.106852381,EUR,4.79,4.77," "
2016-07-15,1,1.106852381,EUR,4.65,4.92," "
2016-07-18,1,1.106852381,EUR,4.97,4.84," "
2016-07-19,1,1.106852381,EUR,4.75,4.67," "
2016-07-20,1,1.106852381,EUR,4.65,4.67," "
2016-07-21,1,1.106852381,EUR,4.7,4.64," "
2016-07-22,1,1.106852381,EUR,4.6,4.56," "
2016-07-25,1,1.106852381,EUR,4.56,4.59," "
2016-07-26,1,1.106852381,EUR,4.51,4.52," "
2016-07-27,1,1.106852381,EUR,,4.52," "
2016-07-28,1,1.106852381,EUR,4.58,4.48," "
2016-07-29,1,1.106852381,EUR,4.38,4.41," "
2016-08-01,1,1.121173913,EUR,4.38,4.37," "
2016-08-02,1,1.121173913,EUR,4.32,4.4," "
2016-08-03,1,1.121173913,EUR,,4.61," "
2016-08-04,1,1.121173913,EUR,4.6,4.69," "
2016-08-05,1,1.121173913,EUR,4.75,4.72," "
2016-08-08,1,1.121173913,EUR,4.79,4.93," "
2016-08-09,1,1.121173913,EUR,4.87,4.88," "
2016-08-10,1,1.121173913,EUR,,4.77," "
2016-08-11,1,1.121173913,EUR,4.75,4.88," "
2016-08-12,1,1.121173913,EUR,4.86,4.89," "
2016-08-15,1,1.121173913,EUR,,4.79," "
2016-08-16,1,1.121173913,EUR,4.78,4.68," "
2016-08-17,1,1.121173913,EUR,4.65,4.49," "
2016-08-18,1,1.121173913,EUR,4.55,4.66," "
2016-08-19,1,1.121173913,EUR,4.71,4.75," "
2016-08-22,1,1.121173913,EUR,,4.88," "
2016-08-23,1,1.121173913,EUR,,4.7," "
2016-08-24,1,1.121173913,EUR,,4.59," "
2016-08-25,1,1.121173913,EUR,,4.7," "
2016-08-26,1,1.121173913,EUR,4.71,4.7," "
2016-08-29,1,1.121173913,EUR,,4.69," "
2016-08-30,1,1.121173913,EUR,,4.56," "
2016-08-31,1,1.121173913,EUR,,4.46," "
2016-09-01,1,1.121209091,EUR,,4.38," "
2016-09-02,1,1.121209091,EUR,4.32,4.09," "
2016-09-05,1,1.121209091,EUR,4.02,3.91," "
2016-09-06,1,1.121209091,EUR,3.94,4.14," "
2016-09-07,1,1.121209091,EUR,,4.01," "
2016-09-08,1,1.121209091,EUR,4.02,4.07," "
2016-09-09,1,1.121209091,EUR,4.07,4.08," "
2016-09-12,1,1.121209091,EUR,3.94,4.04," "
2016-09-13,1,1.121209091,EUR,3.97,4.03," "
2016-09-14,1,1.121209091,EUR,,3.99," "
2016-09-15,1,1.121209091,EUR,3.94,4.14," "
2016-09-16,1,1.121209091,EUR,4.26,4.35," "
2016-09-19,1,1.121209091,EUR,4.23,4.4," "
2016-09-20,1,1.121209091,EUR,4.3,4.17," "
2016-09-21,1,1.121209091,EUR,,4.21," "
2016-09-22,1,1.121209091,EUR,4.33,4.43," "
2016-09-23,1,1.121209091,EUR,4.38,4.55," "
2016-09-26,1,1.121209091,EUR,4.5,4.63," "
2016-09-27,1,1.121209091,EUR,4.51,4.44," "
2016-09-28,1,1.121209091,EUR,4.57,4.96," "
2016-09-29,1,1.121209091,EUR,5.06,5.02," "
2016-09-30,1,1.121209091,EUR,5,4.97," "
2016-10-03,1,1.102604762,EUR,,5.31," "
2016-10-04,1,1.102604762,EUR,5.17,5.19," "
2016-10-05,1,1.102604762,EUR,,5.48," "
2016-10-06,1,1.102604762,EUR,5.68,5.86," "
2016-10-07,1,1.102604762,EUR,5.62,5.69," "
2016-10-10,1,1.102604762,EUR,5.53,5.67," "
2016-10-11,1,1.102604762,EUR,5.58,5.42," "
2016-10-12,1,1.102604762,EUR,,5.52," "
2016-10-13,1,1.102604762,EUR,5.59,5.66," "
2016-10-14,1,1.102604762,EUR,5.65,5.81," "
2016-10-17,1,1.102604762,EUR,5.84,5.87," "
2016-10-18,1,1.102604762,EUR,5.89,5.95," "
2016-10-19,1,1.102604762,EUR,,5.67," "
2016-10-20,1,1.102604762,EUR,5.7,5.57," "
2016-10-21,1,1.102604762,EUR,5.58,5.9," "
2016-10-24,1,1.102604762,EUR,5.92,5.8," "
2016-10-25,1,1.102604762,EUR,5.78,5.8," "
2016-10-26,1,1.102604762,EUR,,5.94," "
2016-10-27,1,1.102604762,EUR,5.9,5.79," "
2016-10-28,1,1.102604762,EUR,5.7,5.87," "
2016-10-31,1,1.102604762,EUR,5.76,5.9," "
2016-11-01,1,1.079895455,EUR,,6.03," "
2016-11-02,1,1.079895455,EUR,,6.23," "
2016-11-03,1,1.079895455,EUR,6.35,6.51," "
2016-11-04,1,1.079895455,EUR,6.54,6.4," "
2016-11-07,1,1.079895455,EUR,6.46,6.22," "
2016-11-08,1,1.079895455,EUR,6.1,6.14," "
2016-11-09,1,1.079895455,EUR,,6.12," "
2016-11-10,1,1.079895455,EUR,5.95,5.92," "
2016-11-11,1,1.079895455,EUR,5.85,5.68," "
2016-11-14,1,1.079895455,EUR,5.54,5.4," "
2016-11-15,1,1.079895455,EUR,5.55,5.73," "
2016-11-16,1,1.079895455,EUR,,5.55," "
2016-11-17,1,1.079895455,EUR,5.6,5.9," "
2016-11-18,1,1.079895455,EUR,5.73,5.57," "
2016-11-21,1,1.079895455,EUR,5.44,5.49," "
2016-11-22,1,1.079895455,EUR,5.42,5.51," "
2016-11-23,1,1.079895455,EUR,5.46,5.39," "
2016-11-24,1,1.079895455,EUR,5.29,5.33," "
2016-11-25,1,1.079895455,EUR,5.05,5.02," "
2016-11-28,1,1.079895455,EUR,4.8,4.73," "
2016-11-29,1,1.079895455,EUR,4.56,4.56," "
2016-11-30,1,1.079895455,EUR,,4.58," "
2016-12-01,1,1.054290476,EUR,4.44,4.46," "
2016-12-02,1,1.054290476,EUR,4.32,4.29," "
2016-12-05,1,1.054290476,EUR,4.16,4.37," "
2016-12-06,1,1.054290476,EUR,4.15,4.5," "
2016-12-07,1,1.054290476,EUR,,4.3," "
2016-12-08,1,1.054290476,EUR,4.23,4.37," "
2016-12-09,1,1.054290476,EUR,4.48,4.48," "
2016-12-12,1,1.054290476,EUR,4.65,4.87," "
2016-12-13,1,1.054290476,EUR,4.82,4.8," "
2016-12-14,1,1.054290476,EUR,,5," "
2016-12-15,1,1.054290476,EUR,4.96,4.83," "
2016-12-16,1,1.054290476,EUR,4.59,4.95," "
2016-12-19,1,1.054290476,EUR,,5.09," "
2016-12-20,1,1.054290476,EUR,,5.25," "
2016-12-21,1,1.054290476,EUR,,5.81," "
2016-12-22,1,1.054290476,EUR,,6.07," "
2016-12-23,1,1.054290476,EUR,,6.31," "
2016-12-27,1,1.054290476,EUR,,6.31," "
2016-12-28,1,1.054290476,EUR,,6.32," "
2016-12-29,1,1.054290476,EUR,,6.34," "
2016-12-30,1,1.054290476,EUR,,6.55," "
2017-01-02,1,1.061440909,EUR,,6.13," "
2017-01-03,1,1.061440909,EUR,,5.43," "
2017-01-04,1,1.061440909,EUR,,5.7," "
2017-01-05,1,1.061440909,EUR,,5.28," "
2017-01-06,1,1.061440909,EUR,,5.03," "
2017-01-09,1,1.061440909,EUR,5,5.26," "
2017-01-10,1,1.061440909,EUR,5.6,5.49," "
2017-01-11,1,1.061440909,EUR,,5.52," "
2017-01-12,1,1.061440909,EUR,5.3,5.03," "
2017-01-13,1,1.061440909,EUR,5.06,5.03," "
2017-01-16,1,1.061440909,EUR,4.96,4.69," "
2017-01-17,1,1.061440909,EUR,4.8,5," "
2017-01-18,1,1.061440909,EUR,,4.84," "
2017-01-19,1,1.061440909,EUR,4.88,5.18," "
2017-01-20,1,1.061440909,EUR,5.16,5.42," "
2017-01-23,1,1.061440909,EUR,5.34,5.31," "
2017-01-24,1,1.061440909,EUR,5.23,5.08," "
2017-01-25,1,1.061440909,EUR,,4.99," "
2017-01-26,1,1.061440909,EUR,4.93,5.18," "
2017-01-27,1,1.061440909,EUR,5.05,4.93," "
2017-01-30,1,1.061440909,EUR,4.99,5.15," "
2017-01-31,1,1.061440909,EUR,5.2,5.34," "
2017-02-01,1,1.064265,EUR,,5.27," "
2017-02-02,1,1.064265,EUR,5.24,5.22," "
2017-02-03,1,1.064265,EUR,5.22,5.16," "
2017-02-06,1,1.064265,EUR,5.08,5.1," "
2017-02-07,1,1.064265,EUR,5.08,5.16," "
2017-02-08,1,1.064265,EUR,,5.21," "
2017-02-09,1,1.064265,EUR,5.25,5.28," "
2017-02-10,1,1.064265,EUR,5.3,5.12," "
2017-02-13,1,1.064265,EUR,5.07,4.9," "
2017-02-14,1,1.064265,EUR,4.95,5.12," "
2017-02-15,1,1.064265,EUR,,5.05," "
2017-02-16,1,1.064265,EUR,4.96,4.93," "
2017-02-17,1,1.064265,EUR,4.85,4.97," "
2017-02-20,1,1.064265,EUR,5.05,5.08," "
2017-02-21,1,1.064265,EUR,5.09,5.04," "
2017-02-22,1,1.064265,EUR,,5.06," "
2017-02-23,1,1.064265,EUR,5.17,5.33," "
2017-02-24,1,1.064265,EUR,5.31,5.37," "
2017-02-27,1,1.064265,EUR,5.28,5.19," "
2017-02-28,1,1.064265,EUR,5.15,5.2," "
2017-03-01,1,1.068469565,EUR,,5.9," "
2017-03-02,1,1.068469565,EUR,5.74,5.46," "
2017-03-03,1,1.068469565,EUR,5.55,5.58," "
2017-03-06,1,1.068469565,EUR,5.47,5.49," "
2017-03-07,1,1.068469565,EUR,5.43,5.38," "
2017-03-08,1,1.068469565,EUR,,5.24," "
2017-03-09,1,1.068469565,EUR,5.16,5.13," "
2017-03-10,1,1.068469565,EUR,5.08,5.15," "
2017-03-13,1,1.068469565,EUR,5.11,5.15," "
2017-03-14,1,1.068469565,EUR,5.16,5.1," "
2017-03-15,1,1.068469565,EUR,,5.19," "
2017-03-16,1,1.068469565,EUR,5.07,5.14," "
2017-03-17,1,1.068469565,EUR,5.13,5.12," "
