,"European Union Emissions Trading System",,,,," "
Date,"Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market","Secondary Market"," "
2017-03-20,1,1.068469565,EUR,5.05,4.98," "
2017-03-21,1,1.068469565,EUR,4.93,4.93," "
2017-03-22,1,1.068469565,EUR,,4.96," "
2017-03-23,1,1.068469565,EUR,4.98,4.96," "
2017-03-24,1,1.068469565,EUR,4.88,4.76," "
2017-03-27,1,1.068469565,EUR,4.67,4.63," "
2017-03-28,1,1.068469565,EUR,4.63,4.73," "
2017-03-29,1,1.068469565,EUR,4.71,4.75," "
2017-03-30,1,1.068469565,EUR,4.63,4.91," "
2017-03-31,1,1.068469565,EUR,4.85,4.67," "
2017-04-03,1,1.072266667,EUR,4.7,4.84," "
2017-04-04,1,1.072266667,EUR,4.78,4.64," "
2017-04-05,1,1.072266667,EUR,,4.82," "
2017-04-06,1,1.072266667,EUR,4.86,5.05," "
2017-04-07,1,1.072266667,EUR,5.06,4.89," "
2017-04-10,1,1.072266667,EUR,4.84,4.78," "
2017-04-11,1,1.072266667,EUR,4.77,4.85," "
2017-04-12,1,1.072266667,EUR,4.84,4.93," "
2017-04-13,1,1.072266667,EUR,4.93,4.95," "
2017-04-18,1,1.072266667,EUR,4.85,4.86," "
2017-04-19,1,1.072266667,EUR,,4.83," "
2017-04-20,1,1.072266667,EUR,4.76,4.75," "
2017-04-21,1,1.072266667,EUR,4.73,4.57," "
2017-04-24,1,1.072266667,EUR,4.7,4.64," "
2017-04-25,1,1.072266667,EUR,4.62,4.49," "
2017-04-26,1,1.072266667,EUR,4.49,4.61," "
2017-04-27,1,1.072266667,EUR,4.57,4.55," "
2017-04-28,1,1.072266667,EUR,4.52,4.57," "
2017-05-02,1,1.10575,EUR,4.48,4.44," "
2017-05-03,1,1.10575,EUR,,4.39," "
2017-05-04,1,1.10575,EUR,4.35,4.52," "
2017-05-05,1,1.10575,EUR,4.52,4.58," "
2017-05-08,1,1.10575,EUR,4.45,4.41," "
2017-05-09,1,1.10575,EUR,4.37,4.51," "
2017-05-10,1,1.10575,EUR,4.49,4.44," "
2017-05-11,1,1.10575,EUR,4.37,4.35," "
2017-05-12,1,1.10575,EUR,4.26,4.45," "
2017-05-15,1,1.10575,EUR,4.41,4.38," "
2017-05-16,1,1.10575,EUR,4.45,4.53," "
2017-05-17,1,1.10575,EUR,,4.57," "
2017-05-18,1,1.10575,EUR,4.68,4.76," "
2017-05-19,1,1.10575,EUR,4.77,4.85," "
2017-05-22,1,1.10575,EUR,4.87,4.91," "
2017-05-23,1,1.10575,EUR,4.88,4.74," "
2017-05-24,1,1.10575,EUR,4.81,4.91," "
2017-05-25,1,1.10575,EUR,,4.98," "
2017-05-26,1,1.10575,EUR,,5.17," "
2017-05-29,1,1.10575,EUR,,5.16," "
2017-05-30,1,1.10575,EUR,5.1,5.14," "
2017-05-31,1,1.10575,EUR,,4.97," "
2017-06-01,1,1.122945455,EUR,5.05,5.08," "
2017-06-02,1,1.122945455,EUR,5.07,5.15," "
2017-06-05,1,1.122945455,EUR,,5.17," "
2017-06-06,1,1.122945455,EUR,5.16,4.96," "
2017-06-07,1,1.122945455,EUR,4.97,4.87," "
2017-06-08,1,1.122945455,EUR,4.96,5.05," "
2017-06-09,1,1.122945455,EUR,4.98,5.03," "
2017-06-12,1,1.122945455,EUR,5.03,4.92," "
2017-06-13,1,1.122945455,EUR,4.99,5," "
2017-06-14,1,1.122945455,EUR,,4.92," "
2017-06-15,1,1.122945455,EUR,,4.95," "
2017-06-16,1,1.122945455,EUR,,4.87," "
2017-06-19,1,1.122945455,EUR,4.84,4.92," "
2017-06-20,1,1.122945455,EUR,4.99,4.94," "
2017-06-21,1,1.122945455,EUR,4.95,4.88," "
2017-06-22,1,1.122945455,EUR,4.81,4.86," "
2017-06-23,1,1.122945455,EUR,4.87,4.87," "
2017-06-26,1,1.122945455,EUR,4.84,4.78," "
2017-06-27,1,1.122945455,EUR,4.8,4.93," "
2017-06-28,1,1.122945455,EUR,,4.93," "
2017-06-29,1,1.122945455,EUR,5.05,5.07," "
2017-06-30,1,1.122945455,EUR,5.02,5.03," "
2017-07-03,1,1.151114286,EUR,4.98,5.13," "
2017-07-04,1,1.151114286,EUR,5.06,5.11," "
2017-07-05,1,1.151114286,EUR,5.1,5.04," "
2017-07-06,1,1.151114286,EUR,5.07,5.23," "
2017-07-07,1,1.151114286,EUR,5.24,5.34," "
2017-07-10,1,1.151114286,EUR,5.5,5.39," "
2017-07-11,1,1.151114286,EUR,5.37,5.31," "
2017-07-12,1,1.151114286,EUR,,5.47," "
2017-07-13,1,1.151114286,EUR,5.46,5.35," "
2017-07-14,1,1.151114286,EUR,5.27,5.41," "
2017-07-17,1,1.151114286,EUR,5.4,5.42," "
2017-07-18,1,1.151114286,EUR,5.46,5.45," "
2017-07-19,1,1.151114286,EUR,5.39,5.39," "
2017-07-20,1,1.151114286,EUR,5.35,5.29," "
2017-07-21,1,1.151114286,EUR,5.23,5.08," "
2017-07-24,1,1.151114286,EUR,5.04,5.13," "
2017-07-25,1,1.151114286,EUR,5.12,5.16," "
2017-07-26,1,1.151114286,EUR,,5.25," "
2017-07-27,1,1.151114286,EUR,5.2,5.13," "
2017-07-28,1,1.151114286,EUR,5.06,5.17," "
2017-07-31,1,1.151114286,EUR,5.23,5.22," "
2017-08-01,1,1.180673913,EUR,5.6,5.28," "
2017-08-02,1,1.180673913,EUR,5.29,5.41," "
2017-08-03,1,1.180673913,EUR,5.38,5.41," "
2017-08-04,1,1.180673913,EUR,5.33,5.35," "
2017-08-07,1,1.180673913,EUR,5.24,5.26," "
2017-08-08,1,1.180673913,EUR,5.26,5.27," "
2017-08-09,1,1.180673913,EUR,,5.36," "
2017-08-10,1,1.180673913,EUR,5.4,5.36," "
2017-08-11,1,1.180673913,EUR,5.35,5.37," "
2017-08-14,1,1.180673913,EUR,5.41,5.5," "
2017-08-15,1,1.180673913,EUR,,5.52," "
2017-08-16,1,1.180673913,EUR,5.62,5.78," "
2017-08-17,1,1.180673913,EUR,5.9,5.79," "
2017-08-18,1,1.180673913,EUR,5.8,5.81," "
2017-08-21,1,1.180673913,EUR,5.81,5.74," "
2017-08-22,1,1.180673913,EUR,5.75,5.76," "
2017-08-23,1,1.180673913,EUR,,5.93," "
2017-08-24,1,1.180673913,EUR,5.98,5.93," "
2017-08-25,1,1.180673913,EUR,5.93,6.06," "
2017-08-28,1,1.180673913,EUR,,6.09," "
2017-08-29,1,1.180673913,EUR,6.07,6.02," "
2017-08-30,1,1.180673913,EUR,6.02,6.01," "
2017-08-31,1,1.180673913,EUR,5.91,5.93," "
2017-09-01,1,1.191457143,EUR,5.88,5.82," "
2017-09-04,1,1.191457143,EUR,5.8,5.92," "
2017-09-05,1,1.191457143,EUR,6.04,6.49," "
2017-09-06,1,1.191457143,EUR,,6.7," "
2017-09-07,1,1.191457143,EUR,,6.89," "
2017-09-08,1,1.191457143,EUR,6.9,7.06," "
2017-09-11,1,1.191457143,EUR,6.8,6.86," "
2017-09-12,1,1.191457143,EUR,6.65,6.83," "
2017-09-13,1,1.191457143,EUR,6.95,7.09," "
2017-09-14,1,1.191457143,EUR,7.42,7.1," "
2017-09-15,1,1.191457143,EUR,6.96,6.93," "
2017-09-18,1,1.191457143,EUR,6.85,6.72," "
2017-09-19,1,1.191457143,EUR,6.95,7.01," "
2017-09-20,1,1.191457143,EUR,,6.88," "
2017-09-21,1,1.191457143,EUR,6.68,6.56," "
2017-09-22,1,1.191457143,EUR,6.5,6.64," "
2017-09-25,1,1.191457143,EUR,6.8,7.28," "
2017-09-26,1,1.191457143,EUR,6.97,6.97," "
2017-09-27,1,1.191457143,EUR,6.71,6.91," "
2017-09-28,1,1.191457143,EUR,6.83,6.96," "
2017-09-29,1,1.191457143,EUR,7.09,7.06," "
2017-10-02,1,1.175586364,EUR,7,6.93," "
2017-10-03,1,1.175586364,EUR,,6.99," "
2017-10-04,1,1.175586364,EUR,,6.89," "
2017-10-05,1,1.175586364,EUR,6.92,6.87," "
2017-10-06,1,1.175586364,EUR,6.77,6.98," "
2017-10-09,1,1.175586364,EUR,6.92,6.94," "
2017-10-10,1,1.175586364,EUR,6.9,7.36," "
2017-10-11,1,1.175586364,EUR,7.4,7.35," "
2017-10-12,1,1.175586364,EUR,7.37,7.4," "
2017-10-13,1,1.175586364,EUR,7.3,7.32," "
2017-10-16,1,1.175586364,EUR,7.25,7.36," "
2017-10-17,1,1.175586364,EUR,7.45,7.4," "
2017-10-18,1,1.175586364,EUR,,7.79," "
2017-10-19,1,1.175586364,EUR,7.86,7.64," "
2017-10-20,1,1.175586364,EUR,7.56,7.57," "
2017-10-23,1,1.175586364,EUR,7.43,7.44," "
2017-10-24,1,1.175586364,EUR,7.41,7.46," "
2017-10-25,1,1.175586364,EUR,7.34,7.39," "
2017-10-26,1,1.175586364,EUR,7.46,7.2," "
2017-10-27,1,1.175586364,EUR,7.25,7.16," "
2017-10-30,1,1.175586364,EUR,7.15,7.14," "
2017-10-31,1,1.175586364,EUR,7.11,7.38," "
2017-11-01,1,1.1738,EUR,,7.49," "
2017-11-02,1,1.1738,EUR,7.52,7.67," "
2017-11-03,1,1.1738,EUR,,7.87," "
2017-11-06,1,1.1738,EUR,7.91,7.92," "
2017-11-07,1,1.1738,EUR,7.89,7.76," "
2017-11-08,1,1.1738,EUR,7.51,7.7," "
2017-11-09,1,1.1738,EUR,7.79,7.55," "
2017-11-10,1,1.1738,EUR,7.35,7.4," "
2017-11-13,1,1.1738,EUR,7.26,7.34," "
2017-11-14,1,1.1738,EUR,7.26,7.38," "
2017-11-15,1,1.1738,EUR,,7.68," "
2017-11-16,1,1.1738,EUR,7.68,7.51," "
2017-11-17,1,1.1738,EUR,7.43,7.49," "
2017-11-20,1,1.1738,EUR,7.32,7.43," "
2017-11-21,1,1.1738,EUR,7.51,7.4," "
2017-11-22,1,1.1738,EUR,7.36,7.37," "
2017-11-23,1,1.1738,EUR,7.37,7.64," "
2017-11-24,1,1.1738,EUR,7.7,7.75," "
2017-11-27,1,1.1738,EUR,7.69,7.7," "
2017-11-28,1,1.1738,EUR,7.59,7.59," "
2017-11-29,1,1.1738,EUR,,7.7," "
2017-11-30,1,1.1738,EUR,7.6,7.53," "
2017-12-01,1,1.183621053,EUR,7.5,7.68," "
2017-12-04,1,1.183621053,EUR,7.63,7.54," "
2017-12-05,1,1.183621053,EUR,7.49,7.43," "
2017-12-06,1,1.183621053,EUR,7.24,7.28," "
2017-12-07,1,1.183621053,EUR,7.23,7.35," "
2017-12-08,1,1.183621053,EUR,7.24,7.15," "
2017-12-11,1,1.183621053,EUR,7.1,7.21," "
2017-12-12,1,1.183621053,EUR,7.37,7.15," "
2017-12-13,1,1.183621053,EUR,,7.07," "
2017-12-14,1,1.183621053,EUR,6.96,7.09," "
2017-12-15,1,1.183621053,EUR,7.07,7.18," "
2017-12-18,1,1.183621053,EUR,,7.39," "
2017-12-19,1,1.183621053,EUR,,7.5," "
2017-12-20,1,1.183621053,EUR,,7.77," "
2017-12-21,1,1.183621053,EUR,,7.98," "
2017-12-22,1,1.183621053,EUR,,8.15," "
2017-12-27,1,1.183621053,EUR,,8.14," "
2017-12-28,1,1.183621053,EUR,,8.17," "
2017-12-29,1,1.183621053,EUR,,8.09," "
2018-01-02,1,1.21995,EUR,,7.77," "
2018-01-03,1,1.21995,EUR,,7.8," "
2018-01-04,1,1.21995,EUR,,7.74," "
2018-01-05,1,1.21995,EUR,,7.75," "
2018-01-08,1,1.21995,EUR,7.83,7.62," "
2018-01-09,1,1.21995,EUR,7.68,7.75," "
2018-01-10,1,1.21995,EUR,,7.85," "
2018-01-11,1,1.21995,EUR,7.89,7.78," "
2018-01-12,1,1.21995,EUR,7.79,7.83," "
2018-01-15,1,1.21995,EUR,7.72,7.75," "
2018-01-16,1,1.21995,EUR,7.77,8.01," "
2018-01-17,1,1.21995,EUR,7.99,8.15," "
2018-01-18,1,1.21995,EUR,8.26,8.47," "
2018-01-19,1,1.21995,EUR,8.6,8.73," "
2018-01-22,1,1.21995,EUR,8.7,8.72," "
2018-01-23,1,1.21995,EUR,8.88,8.98," "
2018-01-24,1,1.21995,EUR,,9.43," "
2018-01-25,1,1.21995,EUR,9.34,9.21," "
2018-01-26,1,1.21995,EUR,9.02,9.05," "
2018-01-29,1,1.21995,EUR,9.06,8.97," "
2018-01-30,1,1.21995,EUR,8.86,8.85," "
2018-01-31,1,1.21995,EUR,8.78,9.23," "
2018-02-01,1,1.23478,EUR,9.37,9.23," "
2018-02-02,1,1.23478,EUR,9.04,8.92," "
2018-02-05,1,1.23478,EUR,8.66,9.04," "
2018-02-06,1,1.23478,EUR,8.84,8.78," "
2018-02-07,1,1.23478,EUR,,8.97," "
2018-02-08,1,1.23478,EUR,8.93,9.09," "
2018-02-09,1,1.23478,EUR,8.97,9.21," "
2018-02-12,1,1.23478,EUR,9.08,9.45," "
2018-02-13,1,1.23478,EUR,9.53,9.87," "
2018-02-14,1,1.23478,EUR,9.88,9.58," "
2018-02-15,1,1.23478,EUR,9.64,9.52," "
2018-02-16,1,1.23478,EUR,9.53,9.48," "
2018-02-19,1,1.23478,EUR,9.58,9.85," "
2018-02-20,1,1.23478,EUR,9.7,9.7," "
2018-02-21,1,1.23478,EUR,,9.53," "
2018-02-22,1,1.23478,EUR,9.56,9.69," "
2018-02-23,1,1.23478,EUR,9.68,9.78," "
2018-02-26,1,1.23478,EUR,9.56,9.6," "
2018-02-27,1,1.23478,EUR,9.54,10.13," "
2018-02-28,1,1.23478,EUR,9.99,10.07," "
2018-03-01,1,1.233619048,EUR,9.92,9.97," "
2018-03-02,1,1.233619048,EUR,9.89,10.1," "
2018-03-05,1,1.233619048,EUR,10.05,10.32," "
2018-03-06,1,1.233619048,EUR,10.28,10.44," "
2018-03-07,1,1.233619048,EUR,,10.61," "
2018-03-08,1,1.233619048,EUR,10.77,11.08," "
2018-03-09,1,1.233619048,EUR,11.1,11.09," "
2018-03-12,1,1.233619048,EUR,11.32,11.06," "
2018-03-13,1,1.233619048,EUR,11.03,11.38," "
2018-03-14,1,1.233619048,EUR,11.25,11.17," "
2018-03-15,1,1.233619048,EUR,11.09,11.16," "
2018-03-16,1,1.233619048,EUR,10.97,11.14," "
2018-03-19,1,1.233619048,EUR,10.96,11.04," "
2018-03-20,1,1.233619048,EUR,11.17,11.52," "
2018-03-21,1,1.233619048,EUR,,12.62," "
2018-03-22,1,1.233619048,EUR,12.54,12.3," "
2018-03-23,1,1.233619048,EUR,12.37,12.58," "
2018-03-26,1,1.233619048,EUR,12.8,12.95," "
2018-03-27,1,1.233619048,EUR,13.26,13.64," "
2018-03-28,1,1.233619048,EUR,14.05,12.96," "
2018-03-29,1,1.233619048,EUR,,13.25," "
2018-04-03,1,1.22763,EUR,12.9,13.28," "
2018-04-04,1,1.22763,EUR,,13.02," "
2018-04-05,1,1.22763,EUR,12.65,12.61," "
2018-04-06,1,1.22763,EUR,12.68,12.95," "
2018-04-09,1,1.22763,EUR,12.96,13.3," "
2018-04-10,1,1.22763,EUR,13.1,13.34," "
2018-04-11,1,1.22763,EUR,13.55,13.39," "
2018-04-12,1,1.22763,EUR,13.15,13.56," "
2018-04-13,1,1.22763,EUR,13.8,13.9," "
2018-04-16,1,1.22763,EUR,13.84,13.96," "
2018-04-17,1,1.22763,EUR,13.82,13.7," "
2018-04-18,1,1.22763,EUR,,13.84," "
2018-04-19,1,1.22763,EUR,13.99,13.41," "
2018-04-20,1,1.22763,EUR,13.05,13," "
2018-04-23,1,1.22763,EUR,12.75,12.85," "
2018-04-24,1,1.22763,EUR,12.73,13.17," "
2018-04-25,1,1.22763,EUR,13.09,13.21," "
2018-04-26,1,1.22763,EUR,13.39,13.44," "
2018-04-27,1,1.22763,EUR,13.28,13.51," "
2018-04-30,1,1.22763,EUR,13.35,13.54," "
2018-05-02,1,1.181222727,EUR,,13.02," "
2018-05-03,1,1.181222727,EUR,12.77,12.92," "
2018-05-04,1,1.181222727,EUR,12.78,12.99," "
2018-05-07,1,1.181222727,EUR,,13.57," "
2018-05-08,1,1.181222727,EUR,13.51,13.54," "
2018-05-09,1,1.181222727,EUR,13.92,13.96," "
2018-05-10,1,1.181222727,EUR,,14.56," "
2018-05-11,1,1.181222727,EUR,,14.61," "
2018-05-14,1,1.181222727,EUR,14.2,14.62," "
2018-05-15,1,1.181222727,EUR,14.7,14.29," "
2018-05-16,1,1.181222727,EUR,,15.14," "
2018-05-17,1,1.181222727,EUR,15.05,15.27," "
2018-05-18,1,1.181222727,EUR,15.2,15.22," "
2018-05-21,1,1.181222727,EUR,,15.53," "
2018-05-22,1,1.181222727,EUR,15.88,15.93," "
2018-05-23,1,1.181222727,EUR,15.74,15.98," "
2018-05-24,1,1.181222727,EUR,16.23,16.26," "
2018-05-25,1,1.181222727,EUR,15.89,15.97," "
2018-05-28,1,1.181222727,EUR,,16.28," "
2018-05-29,1,1.181222727,EUR,16.25,16.27," "
2018-05-30,1,1.181222727,EUR,,15.82," "
2018-05-31,1,1.181222727,EUR,15.4,14.89," "
2018-06-01,1,1.167828571,EUR,14.9,15.27," "
2018-06-04,1,1.167828571,EUR,15.28,16.1," "
2018-06-05,1,1.167828571,EUR,16.35,15.73," "
2018-06-06,1,1.167828571,EUR,15.7,15.89," "
2018-06-07,1,1.167828571,EUR,16.14,15.97," "
2018-06-08,1,1.167828571,EUR,15.78,15.78," "
2018-06-11,1,1.167828571,EUR,15.7,15.45," "
2018-06-12,1,1.167828571,EUR,15.08,15.1," "
2018-06-13,1,1.167828571,EUR,,15.28," "
2018-06-14,1,1.167828571,EUR,15.44,14.89," "
2018-06-15,1,1.167828571,EUR,14.62,14.51," "
2018-06-18,1,1.167828571,EUR,14.52,14.58," "
2018-06-19,1,1.167828571,EUR,14.35,14.22," "
2018-06-20,1,1.167828571,EUR,14.21,14.46," "
2018-06-21,1,1.167828571,EUR,14.2,14.79," "
2018-06-22,1,1.167828571,EUR,14.78,15.08," "
2018-06-25,1,1.167828571,EUR,15.03,15," "
2018-06-26,1,1.167828571,EUR,14.86,14.99," "
2018-06-27,1,1.167828571,EUR,,15.22," "
2018-06-28,1,1.167828571,EUR,15.22,14.97," "
2018-06-29,1,1.167828571,EUR,14.85,14.95," "
2018-07-02,1,1.168572727,EUR,14.95,15.03," "
2018-07-03,1,1.168572727,EUR,15.15,15.06," "
2018-07-04,1,1.168572727,EUR,15.35,15.49," "
2018-07-05,1,1.168572727,EUR,15.4,15.65," "
2018-07-06,1,1.168572727,EUR,15.55,15.67," "
2018-07-09,1,1.168572727,EUR,15.85,15.97," "
2018-07-10,1,1.168572727,EUR,16.15,16.03," "
2018-07-11,1,1.168572727,EUR,,16.28," "
2018-07-12,1,1.168572727,EUR,16.22,16.05," "
2018-07-13,1,1.168572727,EUR,15.8,16.02," "
2018-07-16,1,1.168572727,EUR,16.14,15.9," "
2018-07-17,1,1.168572727,EUR,15.87,16.03," "
2018-07-18,1,1.168572727,EUR,16.01,16.38," "
2018-07-19,1,1.168572727,EUR,16.46,16.83," "
2018-07-20,1,1.168572727,EUR,16.9,17.02," "
2018-07-23,1,1.168572727,EUR,17.2,17.35," "
2018-07-24,1,1.168572727,EUR,17.45,17.06," "
2018-07-25,1,1.168572727,EUR,,17.29," "
2018-07-26,1,1.168572727,EUR,16.99,17.24," "
2018-07-27,1,1.168572727,EUR,16.91,17.08," "
2018-07-30,1,1.168572727,EUR,16.9,17.01," "
2018-07-31,1,1.168572727,EUR,16.87,17.35," "
2018-08-01,1,1.154895652,EUR,17.38,17.74," "
2018-08-02,1,1.154895652,EUR,17.58,17.6," "
2018-08-03,1,1.154895652,EUR,17.62,17.63," "
2018-08-06,1,1.154895652,EUR,17.62,17.54," "
2018-08-07,1,1.154895652,EUR,17.47,17.48," "
2018-08-08,1,1.154895652,EUR,,17.35," "
2018-08-09,1,1.154895652,EUR,17.47,17.55," "
2018-08-10,1,1.154895652,EUR,17.72,17.84," "
2018-08-13,1,1.154895652,EUR,17.93,18.01," "
2018-08-14,1,1.154895652,EUR,18.03,18.08," "
2018-08-15,1,1.154895652,EUR,,18.05," "
2018-08-16,1,1.154895652,EUR,18,17.95," "
2018-08-17,1,1.154895652,EUR,18.1,18.1," "
2018-08-20,1,1.154895652,EUR,18.2,18.44," "
2018-08-21,1,1.154895652,EUR,18.55,19.26," "
2018-08-22,1,1.154895652,EUR,,19.76," "
2018-08-23,1,1.154895652,EUR,20.05,20.35," "
2018-08-24,1,1.154895652,EUR,20.55,20.63," "
2018-08-27,1,1.154895652,EUR,,21.25," "
2018-08-28,1,1.154895652,EUR,21.3,20.64," "
2018-08-29,1,1.154895652,EUR,20.9,21.01," "
2018-08-30,1,1.154895652,EUR,21.09,21.12," "
2018-08-31,1,1.154895652,EUR,21.11,21.04," "
2018-09-03,1,1.16587,EUR,20.45,20.11," "
2018-09-04,1,1.16587,EUR,20.5,20.13," "
2018-09-05,1,1.16587,EUR,,20.32," "
2018-09-06,1,1.16587,EUR,,21.42," "
2018-09-07,1,1.16587,EUR,22.51,23.17," "
2018-09-10,1,1.16587,EUR,24.85,25.19," "
2018-09-11,1,1.16587,EUR,24.15,24.11," "
2018-09-12,1,1.16587,EUR,23.75,22.91," "
2018-09-13,1,1.16587,EUR,21.9,18.86," "
2018-09-14,1,1.16587,EUR,19.51,19.93," "
2018-09-17,1,1.16587,EUR,20.6,20.92," "
2018-09-18,1,1.16587,EUR,20.75,20.19," "
2018-09-19,1,1.16587,EUR,,21.43," "
2018-09-20,1,1.16587,EUR,21.8,21.98," "
2018-09-21,1,1.16587,EUR,,22.08," "
2018-09-24,1,1.16587,EUR,22.39,22.37," "
2018-09-25,1,1.16587,EUR,21.9,21.18," "
2018-09-26,1,1.16587,EUR,20.4,20.19," "
2018-09-27,1,1.16587,EUR,19.87,20.77," "
2018-09-28,1,1.16587,EUR,20.3,21.15," "
2018-10-01,1,1.148404348,EUR,20.7,21.31," "
2018-10-02,1,1.148404348,EUR,21.45,20.93," "
2018-10-03,1,1.148404348,EUR,,21.13," "
2018-10-04,1,1.148404348,EUR,21.15,21.29," "
2018-10-05,1,1.148404348,EUR,21.14,22.11," "
2018-10-08,1,1.148404348,EUR,22.09,21.87," "
2018-10-09,1,1.148404348,EUR,21.32,20.75," "
2018-10-10,1,1.148404348,EUR,20.38,19.43," "
2018-10-11,1,1.148404348,EUR,18.57,19.85," "
2018-10-12,1,1.148404348,EUR,19.95,20.36," "
2018-10-15,1,1.148404348,EUR,20.03,18.58," "
2018-10-16,1,1.148404348,EUR,17.9,19.28," "
2018-10-17,1,1.148404348,EUR,,19.24," "
2018-10-18,1,1.148404348,EUR,18.53,19.73," "
2018-10-19,1,1.148404348,EUR,19.17,19.7," "
2018-10-22,1,1.148404348,EUR,19.1,19," "
2018-10-23,1,1.148404348,EUR,18.5,19.23," "
2018-10-24,1,1.148404348,EUR,19.1,19.61," "
2018-10-25,1,1.148404348,EUR,18.72,19.07," "
2018-10-26,1,1.148404348,EUR,18.98,18.27," "
2018-10-29,1,1.148404348,EUR,17.91,16.68," "
2018-10-30,1,1.148404348,EUR,16.87,16.02," "
2018-10-31,1,1.148404348,EUR,,16.37," "
2018-11-01,1,1.136686364,EUR,15.85,15.62," "
2018-11-02,1,1.136686364,EUR,16.15,17.07," "
2018-11-05,1,1.136686364,EUR,16.4,17.23," "
2018-11-06,1,1.136686364,EUR,16.99,17.56," "
2018-11-07,1,1.136686364,EUR,18.25,18.6," "
2018-11-08,1,1.136686364,EUR,19.56,19.57," "
2018-11-09,1,1.136686364,EUR,19.25,19.5," "
2018-11-12,1,1.136686364,EUR,20.01,20.49," "
2018-11-13,1,1.136686364,EUR,19.76,20.14," "
2018-11-14,1,1.136686364,EUR,,19.74," "
2018-11-15,1,1.136686364,EUR,18.46,18.98," "
2018-11-16,1,1.136686364,EUR,,19.1," "
2018-11-19,1,1.136686364,EUR,18.43,18.94," "
2018-11-20,1,1.136686364,EUR,19.4,19.45," "
2018-11-21,1,1.136686364,EUR,20.1,20.49," "
2018-11-22,1,1.136686364,EUR,20.3,20.91," "
2018-11-23,1,1.136686364,EUR,,20.19," "
2018-11-26,1,1.136686364,EUR,19.71,19.82," "
2018-11-27,1,1.136686364,EUR,19.77,19.61," "
2018-11-28,1,1.136686364,EUR,,19.29," "
2018-11-29,1,1.136686364,EUR,19.35,20.02," "
2018-11-30,1,1.136686364,EUR,,20.49," "
2018-12-03,1,1.138421053,EUR,20.52,20.64," "
2018-12-04,1,1.138421053,EUR,20.35,20.73," "
2018-12-05,1,1.138421053,EUR,20.21,19.68," "
2018-12-06,1,1.138421053,EUR,18.55,19.99," "
2018-12-07,1,1.138421053,EUR,,20.3," "
2018-12-10,1,1.138421053,EUR,19.77,20.86," "
2018-12-11,1,1.138421053,EUR,20.77,20.16," "
2018-12-12,1,1.138421053,EUR,,21.47," "
2018-12-13,1,1.138421053,EUR,21.88,22.32," "
2018-12-14,1,1.138421053,EUR,,23.38," "
2018-12-17,1,1.138421053,EUR,23.4,24.26," "
2018-12-18,1,1.138421053,EUR,,23.99," "
2018-12-19,1,1.138421053,EUR,,24.32," "
2018-12-20,1,1.138421053,EUR,,24.16," "
2018-12-21,1,1.138421053,EUR,,24.59," "
2018-12-27,1,1.138421053,EUR,,24.66," "
2018-12-28,1,1.138421053,EUR,,24.63," "
2019-01-02,1,1.141640909,EUR,,25.02," "
2019-01-03,1,1.141640909,EUR,,23.04," "
2019-01-04,1,1.141640909,EUR,,23.49," "
2019-01-07,1,1.141640909,EUR,23.01,22.07," "
2019-01-08,1,1.141640909,EUR,22.4,22.65," "
2019-01-09,1,1.141640909,EUR,,21.86," "
2019-01-10,1,1.141640909,EUR,21.4,21.93," "
2019-01-11,1,1.141640909,EUR,,22.59," "
2019-01-14,1,1.141640909,EUR,21.95,22.4," "
2019-01-15,1,1.141640909,EUR,22.55,22.48," "
2019-01-16,1,1.141640909,EUR,22.81,23.25," "
2019-01-17,1,1.141640909,EUR,23.55,23.48," "
2019-01-18,1,1.141640909,EUR,,24.68," "
2019-01-21,1,1.141640909,EUR,24.22,24.28," "
2019-01-22,1,1.141640909,EUR,24.42,25.01," "
2019-01-23,1,1.141640909,EUR,,24.53," "
2019-01-24,1,1.141640909,EUR,24.6,23.89," "
2019-01-25,1,1.141640909,EUR,,23.76," "
2019-01-28,1,1.141640909,EUR,23.01,22.6," "
2019-01-29,1,1.141640909,EUR,22.43,23.21," "
2019-01-30,1,1.141640909,EUR,22.91,22.86," "
2019-01-31,1,1.141640909,EUR,22.3,22.13," "
2019-02-01,1,1.135115,EUR,21.38,21.84," "
2019-02-04,1,1.135115,EUR,21.38,22.92," "
2019-02-05,1,1.135115,EUR,22.93,23.04," "
2019-02-06,1,1.135115,EUR,,23.57," "
2019-02-07,1,1.135115,EUR,23.8,23.34," "
2019-02-08,1,1.135115,EUR,23.28,22.22," "
2019-02-11,1,1.135115,EUR,21.8,22.26," "
2019-02-12,1,1.135115,EUR,21.71,20.56," "
2019-02-13,1,1.135115,EUR,20.01,20.81," "
2019-02-14,1,1.135115,EUR,20.86,19.69," "
2019-02-15,1,1.135115,EUR,19.99,20.29," "
2019-02-18,1,1.135115,EUR,20.14,19.89," "
2019-02-19,1,1.135115,EUR,20.26,20.09," "
2019-02-20,1,1.135115,EUR,,20.35," "
2019-02-21,1,1.135115,EUR,19.85,18.72," "
2019-02-22,1,1.135115,EUR,18.35,18.83," "
2019-02-25,1,1.135115,EUR,18.62,19.15," "
2019-02-26,1,1.135115,EUR,19.6,19.56," "
2019-02-27,1,1.135115,EUR,20.31,21.16," "
2019-02-28,1,1.135115,EUR,20.9,21.59," "
